Unnamed: 0,province,city,date,price,compare,forecast
2011-01-31,上海,上海,2011-01-31,23058.0,2.52%↑,0.0
2011-02-28,上海,上海,2011-02-28,23421.0,1.57%↑,38430.0
2011-03-31,上海,上海,2011-03-31,23548.0,0.54%↑,26118.94902943879
2011-04-30,上海,上海,2011-04-30,23570.0,0.09%↑,24965.936759411703
2011-05-31,上海,上海,2011-05-31,23679.0,0.46%↑,24261.927085037325
2011-06-30,上海,上海,2011-06-30,23849.0,0.72%↑,23870.921295519347
2011-07-31,上海,上海,2011-07-31,23940.0,0.38%↑,24067.08643885138
2011-08-31,上海,上海,2011-08-31,23950.0,0.04%↑,24085.876040264222
2011-09-30,上海,上海,2011-09-30,23883.0,0.28%↓,24041.675951115943
2011-10-31,上海,上海,2011-10-31,23720.0,0.68%↓,23932.109162232216
2011-11-30,上海,上海,2011-11-30,23288.0,1.82%↓,23707.675283948043
2011-12-31,上海,上海,2011-12-31,22665.0,2.68%↓,23137.77161265934
2012-01-31,上海,上海,2012-01-31,22082.0,--,22403.998405048686
2012-02-29,上海,上海,2012-02-29,21804.0,1.26%↓,21802.368258976454
2012-03-31,上海,上海,2012-03-31,22063.0,1.19%↑,21607.629517724563
2012-04-30,上海,上海,2012-04-30,22160.0,0.44%↑,22058.690985452406
2012-05-31,上海,上海,2012-05-31,22198.0,0.17%↑,22085.809802164207
2012-06-30,上海,上海,2012-06-30,22348.0,0.68%↑,22116.51110521308
2012-07-31,上海,上海,2012-07-31,22516.0,0.75%↑,22352.061094729906
2012-08-31,上海,上海,2012-08-31,22663.0,0.65%↑,22534.645428524575
2012-09-30,上海,上海,2012-09-30,22833.0,0.75%↑,22687.98945722855
2012-10-31,上海,上海,2012-10-31,22929.0,0.42%↑,22889.102234445563
2012-11-30,上海,上海,2012-11-30,23105.0,0.77%↑,22968.72091978808
2012-12-31,上海,上海,2012-12-31,23428.0,1.4%↑,23187.768815491392
2013-01-31,上海,上海,2013-01-31,23920.0,2.1%↑,23583.864262444433
2013-02-28,上海,上海,2013-02-28,24514.0,2.48%↑,24154.046150031943
2013-03-31,上海,上海,2013-03-31,25690.0,4.8%↑,24812.32737825288
2013-04-30,上海,上海,2013-04-30,26493.0,3.13%↑,26257.77404712012
2013-05-31,上海,上海,2013-05-31,26759.0,1%↑,26957.544134173768
2013-06-30,上海,上海,2013-06-30,26923.0,0.61%↑,27045.77509279588
2013-07-31,上海,上海,2013-07-31,27169.0,0.91%↑,27226.699337144884
2013-08-31,上海,上海,2013-08-31,27510.0,1.26%↑,27500.693640856633
2013-09-30,上海,上海,2013-09-30,28048.0,1.96%↑,27857.429668055727
2013-10-31,上海,上海,2013-10-31,28751.0,2.51%↑,28469.88356191581
2013-11-30,上海,上海,2013-11-30,29593.0,2.93%↑,29243.513379548556
2013-12-31,上海,上海,2013-12-31,29978.0,1.3%↑,30154.83368532647
2014-01-31,上海,上海,2014-01-31,30096.0,0.39%↑,30380.69614204188
2014-02-28,上海,上海,2014-02-28,30331.0,0.78%↑,30408.603126117814
2014-03-31,上海,上海,2014-03-31,30547.0,0.71%↑,30702.282058001696
2014-04-30,上海,上海,2014-04-30,30813.0,0.87%↑,30883.38176354545
2014-05-31,上海,上海,2014-05-31,30987.0,0.56%↑,31146.338867302187
2014-06-30,上海,上海,2014-06-30,30642.0,1.11%↓,31277.663844767365
2014-07-31,上海,上海,2014-07-31,30573.0,0.23%↓,30704.370631084264
2014-08-31,上海,上海,2014-08-31,30532.0,0.13%↓,30727.087613971464
2014-09-30,上海,上海,2014-09-30,30576.0,0.14%↑,30672.243283097774
2014-10-31,上海,上海,2014-10-31,30435.0,0.46%↓,30698.629666063614
2014-11-30,上海,上海,2014-11-30,30491.0,0.18%↑,30478.123752965814
2014-12-31,上海,上海,2014-12-31,30522.0,0.1%↑,30594.155194501578
2015-01-31,上海,上海,2015-01-31,30826.0,1%↑,30607.017565122347
2015-02-28,上海,上海,2015-02-28,31198.0,1%↑,31003.13697305837
2015-03-31,上海,上海,2015-03-31,31198.0,--,31413.340382365397
2015-04-30,上海,上海,2015-04-30,31136.0,--,31264.010759731074
2015-05-31,上海,上海,2015-05-31,31607.0,2%↑,31192.540620859527
2015-06-30,上海,上海,2015-06-30,32030.0,1%↑,31885.4843659244
2015-07-31,上海,上海,2015-07-31,32592.0,2%↑,32277.060944368324
2015-08-31,上海,上海,2015-08-31,32713.0,--,32901.45324408613
2015-09-30,上海,上海,2015-09-30,33073.0,1%↑,32886.19123916411
2015-10-31,上海,上海,2015-10-31,33470.0,1%↑,33347.916899616335
2015-11-30,上海,上海,2015-11-30,34167.0,2%↑,33782.628376897526
2015-12-31,上海,上海,2015-12-31,35237.0,3%↑,34588.66622119092
2016-01-31,上海,上海,2016-01-31,36665.0,4.05%↑,35841.26406327457
2016-02-29,上海,上海,2016-02-29,37795.0,3.08%↑,37444.98725779161
2016-03-31,上海,上海,2016-03-31,43840.0,15.99%↑,38512.138676912204
2016-04-30,上海,上海,2016-04-30,45397.0,3.55%↑,46636.671218047806
2016-05-31,上海,上海,2016-05-31,45484.0,0.19%↑,46546.542290866644
2016-06-30,上海,上海,2016-06-30,45411.0,0.16%↓,46104.41378511456
2016-07-31,上海,上海,2016-07-31,45338.0,0.16%↓,46314.14034051564
2016-08-31,上海,上海,2016-08-31,46271.0,2.06%↑,46008.63013677582
2016-09-30,上海,上海,2016-09-30,48009.0,3.76%↑,47259.923799636046
2016-10-31,上海,上海,2016-10-31,49765.0,3.66%↑,49285.03620686408
2016-11-30,上海,上海,2016-11-30,51292.0,3.07%↑,51011.41595784925
2016-12-31,上海,上海,2016-12-31,52142.0,1.66%↑,52508.63913644706
2017-01-31,上海,上海,2017-01-31,52640.0,0.96%↑,53148.609543343264
2017-02-28,上海,上海,2017-02-28,53228.0,1.12%↑,53520.01002740703
2017-03-31,上海,上海,2017-03-31,52146.0,0.09%↓,54137.525424605505
2017-04-30,上海,上海,2017-04-30,51791.0,0.68%↓,52321.51998744133
2017-05-31,上海,上海,2017-05-31,53919.0,0.01%↓,52176.9537517854
2017-06-30,上海,上海,2017-06-30,53343.0,1.07%↓,55261.398806940546
2017-07-31,上海,上海,2017-07-31,52805.0,0.11%↓,53466.88947451462
2017-08-31,上海,上海,2017-08-31,50674.0,4.03%↓,52924.23098333792
2017-09-30,上海,上海,2017-09-30,50922.0,0.49%↑,50231.86856434626
2017-10-31,上海,上海,2017-10-31,50760.0,0.01%↓,51206.89266805691
2017-11-30,上海,上海,2017-11-30,49998.0,1.5%↓,50841.255198830775
2017-12-31,上海,上海,2017-12-31,50017.0,--,49676.205697642166
2018-01-31,上海,上海,2018-01-31,50619.0,1.21%↑,50081.296317498876
2018-02-28,上海,上海,2018-02-28,51873.0,2.48%↑,50868.90367473441
2018-03-31,上海,上海,2018-03-31,51935.0,0.07%↓,52354.45660785169
2018-04-30,上海,上海,2018-04-30,50461.0,2.84%↓,52005.06187433454
2018-05-31,上海,上海,2018-05-31,50365.0,--,49942.87708998579
2018-06-30,上海,上海,2018-06-30,50801.0,0.87%↑,50430.6495887179
2018-07-31,上海,上海,2018-07-31,50697.0,0.2%↓,51017.11303327111
2018-08-31,上海,上海,2018-08-31,50667.0,0.06%↓,50599.66638683922
2018-09-30,上海,上海,2018-09-30,50512.0,0.3%↓,50659.955067691386
2018-10-31,上海,上海,2018-10-31,50439.0,0.14%↓,50469.78715384699
2018-11-30,上海,上海,2018-11-30,50189.0,0.5%↓,50396.44099434184
2018-12-31,上海,上海,2018-12-31,49446.0,1.48%↓,50081.740429832666
2019-01-31,上海,上海,2019-01-31,49264.0,0.37%↓,49118.356935853684
2019-02-28,上海,上海,2019-02-28,49550.0,0.58%↑,49146.88157697472
2019-03-31,上海,上海,2019-03-31,49500.0,0.1%↓,49602.01476718005
2019-04-30,上海,上海,2019-04-30,49588.0,0.18%↑,49382.93746638993
2019-05-31,上海,上海,2019-05-31,49752.0,0.33%↑,49555.234268820066
2019-06-30,上海,上海,2019-06-30,50122.0,0.74%↑,49781.58675538053
2019-07-31,上海,上海,2019-07-31,50174.0,0.11%↑,50229.19508154085
2019-08-31,上海,上海,2019-08-31,50461.0,0.57%↑,50180.53722272838
2019-09-30,上海,上海,2019-09-30,50913.0,0.9%↑,50579.44531947914
2019-10-31,上海,上海,2019-10-31,51023.0,0.22%↑,51127.28799174184
2019-11-30,上海,上海,2019-11-30,50982.0,0.08%↓,51099.88983951909
2019-12-31,上海,上海,2019-12-31,50945.0,0.07%↓,51022.56684490574
2020-01-31,上海,上海,2020-01-31,50962.0,0.04%↑,51002.27793602278
2020-02-29,上海,上海,2020-02-29,51129.0,0.33%↑,51023.04961444803
2020-03-31,上海,上海,2020-03-31,51530.0,0.79%↑,51242.18173485792
2020-04-30,上海,上海,2020-04-30,51068.0,0.9%↓,51737.445328443406
2020-05-31,上海,上海,2020-05-31,,,50929.41890664211
2020-06-30,上海,上海,2020-06-30,,,50920.1970804217
2020-07-31,上海,上海,2020-07-31,,,50971.954040597615
2011-01-31,北京,北京,2011-01-31,25329.0,2.41%↑,0.0
2011-02-28,北京,北京,2011-02-28,25940.0,2.41%↑,48798.72121679951
2011-03-31,北京,北京,2011-03-31,26550.0,2.35%↑,26837.887305386295
2011-04-30,北京,北京,2011-04-30,26630.0,0.3%↑,27595.9196951205
2011-05-31,北京,北京,2011-05-31,26578.0,0.2%↓,30462.680680598496
2011-06-30,北京,北京,2011-06-30,26533.0,0.17%↓,29660.437255670986
2011-07-31,北京,北京,2011-07-31,26363.0,0.64%↓,27386.898143904316
2011-08-31,北京,北京,2011-08-31,26165.0,0.75%↓,26265.975950156393
2011-09-30,北京,北京,2011-09-30,26104.0,0.23%↓,26622.51925892049
2011-10-31,北京,北京,2011-10-31,25964.0,0.54%↓,27124.066976271988
2011-11-30,北京,北京,2011-11-30,25599.0,1.41%↓,26438.34191570837
2011-12-31,北京,北京,2011-12-31,25166.0,1.69%↓,25434.449768183444
2012-01-31,北京,北京,2012-01-31,24593.0,--,25093.15490458948
2012-02-29,北京,北京,2012-02-29,24308.0,1.16%↓,24811.893943809904
2012-03-31,北京,北京,2012-03-31,24932.0,2.57%↑,24515.294082177985
2012-04-30,北京,北京,2012-04-30,25413.0,1.93%↑,25226.811599510023
2012-05-31,北京,北京,2012-05-31,25588.0,0.69%↑,25848.743280200033
2012-06-30,北京,北京,2012-06-30,25948.0,1.41%↑,26037.524599575932
2012-07-31,北京,北京,2012-07-31,26579.0,2.43%↑,26141.62238008612
2012-08-31,北京,北京,2012-08-31,27199.0,2.33%↑,26762.37835615704
2012-09-30,北京,北京,2012-09-30,28392.0,4.39%↑,27718.871286476813
2012-10-31,北京,北京,2012-10-31,29071.0,2.39%↑,29251.70829957073
2012-11-30,北京,北京,2012-11-30,29522.0,1.55%↑,29543.359819694502
2012-12-31,北京,北京,2012-12-31,30158.0,2.15%↑,29687.200003204805
2013-01-31,北京,北京,2013-01-31,31258.0,3.65%↑,30455.946868859985
2013-02-28,北京,北京,2013-02-28,32300.0,3.33%↑,32027.27479133734
2013-03-31,北京,北京,2013-03-31,34623.0,7.19%↑,33160.934092949195
2013-04-30,北京,北京,2013-04-30,37077.0,7.09%↑,35715.16065134597
2013-05-31,北京,北京,2013-05-31,37840.0,2.06%↑,38308.73295474266
2013-06-30,北京,北京,2013-06-30,38131.0,0.77%↑,38659.057408408386
2013-07-31,北京,北京,2013-07-31,38502.0,0.97%↑,38279.48602440815
2013-08-31,北京,北京,2013-08-31,38877.0,0.97%↑,38406.79983262517
2013-09-30,北京,北京,2013-09-30,39598.0,1.85%↑,39425.895764565284
2013-10-31,北京,北京,2013-10-31,40054.0,1.15%↑,40695.46860349399
2013-11-30,北京,北京,2013-11-30,40230.0,0.44%↑,40650.514319195114
2013-12-31,北京,北京,2013-12-31,40342.0,0.28%↑,40281.400346827184
2014-01-31,北京,北京,2014-01-31,40428.0,0.21%↑,40581.12620789751
2014-02-28,北京,北京,2014-02-28,40592.0,0.41%↑,41059.95418427117
2014-03-31,北京,北京,2014-03-31,40554.0,0.09%↓,41143.9816943166
2014-04-30,北京,北京,2014-04-30,39812.0,11.22%↓,40712.1758419525
2014-05-31,北京,北京,2014-05-31,39429.0,0.96%↓,39731.351788380925
2014-06-30,北京,北京,2014-06-30,39378.0,0.13%↓,39604.40802459835
2014-07-31,北京,北京,2014-07-31,37716.0,4.22%↓,39768.071480378814
2014-08-31,北京,北京,2014-08-31,37323.0,1.04%↓,37543.39040509003
2014-09-30,北京,北京,2014-09-30,36722.0,1.61%↓,37187.93364813392
2014-10-31,北京,北京,2014-10-31,36994.0,0.74%↑,36671.23892054847
2014-11-30,北京,北京,2014-11-30,37128.0,0.36%↑,37699.502809077596
2014-12-31,北京,北京,2014-12-31,37294.0,0.45%↑,37724.25403887227
2015-01-31,北京,北京,2015-01-31,37261.0,--,37437.627273088714
2015-02-28,北京,北京,2015-02-28,37732.0,1%↑,37219.16136503817
2015-03-31,北京,北京,2015-03-31,37876.0,--,38181.199688537585
2015-04-30,北京,北京,2015-04-30,38231.0,1%↑,38410.27283026709
2015-05-31,北京,北京,2015-05-31,38716.0,1%↑,38538.50206348556
2015-06-30,北京,北京,2015-06-30,38850.0,--,38863.157587211776
2015-07-31,北京,北京,2015-07-31,39691.0,2%↑,39141.73168982992
2015-08-31,北京,北京,2015-08-31,40168.0,1%↑,40345.54797654461
2015-09-30,北京,北京,2015-09-30,40448.0,1%↑,40593.96801838442
2015-10-31,北京,北京,2015-10-31,40702.0,1%↑,40649.6908785849
2015-11-30,北京,北京,2015-11-30,40851.0,--,40865.466323671935
2015-12-31,北京,北京,2015-12-31,39437.0,--,41130.58551058916
2016-01-31,北京,北京,2016-01-31,39620.0,0.47%↑,39210.76669429797
2016-02-29,北京,北京,2016-02-29,40042.0,1.07%↑,39577.696394474144
2016-03-31,北京,北京,2016-03-31,42083.0,5.1%↑,40366.50957070143
2016-04-30,北京,北京,2016-04-30,44387.0,5.48%↑,43513.81795363181
2016-05-31,北京,北京,2016-05-31,44752.0,0.82%↑,45857.23563253137
2016-06-30,北京,北京,2016-06-30,44854.0,0.23%↑,44989.73886156023
2016-07-31,北京,北京,2016-07-31,45797.0,2.1%↑,44413.41883521941
2016-08-31,北京,北京,2016-08-31,47135.0,2.92%↑,45994.010180089004
2016-09-30,北京,北京,2016-09-30,50136.0,6.37%↑,48387.01094628201
2016-10-31,北京,北京,2016-10-31,53552.0,6.81%↑,51936.994156139226
2016-11-30,北京,北京,2016-11-30,56059.0,4.68%↑,54953.85510146186
2016-12-31,北京,北京,2016-12-31,57597.0,2.74%↑,57077.7391318155
2017-01-31,北京,北京,2017-01-31,58064.0,0.81%↑,58334.35488614
2017-02-28,北京,北京,2017-02-28,59531.0,2.53%↑,58246.724834032175
2017-03-31,北京,北京,2017-03-31,61613.0,0.47%↑,59966.1768599609
2017-04-30,北京,北京,2017-04-30,54704.0,11.21%↓,62811.33411166537
2017-05-31,北京,北京,2017-05-31,53049.0,0.03%↓,53122.783224712606
2017-06-30,北京,北京,2017-06-30,51155.0,3.57%↓,51233.578125324544
2017-07-31,北京,北京,2017-07-31,51382.0,0.05%↑,49907.87939387732
2017-08-31,北京,北京,2017-08-31,53921.0,4.94%↑,53561.56770502911
2017-09-30,北京,北京,2017-09-30,58931.0,9.29%↑,56643.615598497614
2017-10-31,北京,北京,2017-10-31,58077.0,0.01%↓,60482.92674319563
2017-11-30,北京,北京,2017-11-30,57662.0,0.71%↓,57618.13560504781
2017-12-31,北京,北京,2017-12-31,57768.0,0.01%↑,57532.14646549824
2018-01-31,北京,北京,2018-01-31,57523.0,0.6%↓,57655.783415439524
2018-02-28,北京,北京,2018-02-28,57557.0,0.06%↑,57837.95456408339
2018-03-31,北京,北京,2018-03-31,57717.0,0.28%↑,58230.14867590561
2018-04-30,北京,北京,2018-04-30,57839.0,0.21%↑,58037.50511541124
2018-05-31,北京,北京,2018-05-31,57931.0,0.16%↑,57936.89683212549
2018-06-30,北京,北京,2018-06-30,58166.0,0.41%↑,58287.65838142738
2018-07-31,北京,北京,2018-07-31,58355.0,0.32%↑,58735.853981836735
2018-08-31,北京,北京,2018-08-31,59376.0,1.75%↑,58714.18385820133
2018-09-30,北京,北京,2018-09-30,59913.0,0.91%↑,59859.536595622674
2018-10-31,北京,北京,2018-10-31,59943.0,0.05%↑,60499.479218567714
2018-11-30,北京,北京,2018-11-30,59602.0,0.57%↓,60394.659262441746
2018-12-31,北京,北京,2018-12-31,59868.0,0.45%↑,59516.83495573076
2019-01-31,北京,北京,2019-01-31,60017.0,0.25%↑,59906.52664297471
2019-02-28,北京,北京,2019-02-28,60125.0,0.18%↑,60541.719702615184
2019-03-31,北京,北京,2019-03-31,60487.0,0.6%↑,60782.333822338056
2019-04-30,北京,北京,2019-04-30,59993.0,0.82%↓,60742.394540844376
2019-05-31,北京,北京,2019-05-31,59809.0,0.31%↓,59816.63590000671
2019-06-30,北京,北京,2019-06-30,60142.0,0.56%↑,59978.61765535903
2019-07-31,北京,北京,2019-07-31,60061.0,0.13%↓,60674.946726716495
2019-08-31,北京,北京,2019-08-31,59888.0,0.29%↓,60439.801474131484
2019-09-30,北京,北京,2019-09-30,59590.0,0.5%↓,59973.02538111169
2019-10-31,北京,北京,2019-10-31,59126.0,0.78%↓,59535.98832980896
2019-11-30,北京,北京,2019-11-30,58540.0,0.99%↓,59228.03132802999
2019-12-31,北京,北京,2019-12-31,58568.0,0.05%↑,58686.52179229659
2020-01-31,北京,北京,2020-01-31,58439.0,0.22%↓,58758.24167469573
2020-02-29,北京,北京,2020-02-29,58150.0,0.49%↓,58616.47306971974
2020-03-31,北京,北京,2020-03-31,58435.0,0.49%↑,58380.08626186568
2020-04-30,北京,北京,2020-04-30,58758.0,0.55%↑,58735.83864778803
2020-05-31,北京,北京,2020-05-31,,,59063.996538994004
2020-06-30,北京,北京,2020-06-30,,,59468.79600133166
2020-07-31,北京,北京,2020-07-31,,,59845.2400232103
2011-01-31,天津,天津,2011-01-31,12504.0,0.87%↑,0.0
2011-02-28,天津,天津,2011-02-28,12755.0,2.01%↑,19770.19699545621
2011-03-31,天津,天津,2011-03-31,13064.0,2.42%↑,12473.38441632298
2011-04-30,天津,天津,2011-04-30,13230.0,1.27%↑,16477.800007168356
2011-05-31,天津,天津,2011-05-31,13271.0,0.31%↑,13811.568091031299
2011-06-30,天津,天津,2011-06-30,13311.0,0.3%↑,13475.916808252727
2011-07-31,天津,天津,2011-07-31,13322.0,0.08%↑,13575.382257991898
2011-08-31,天津,天津,2011-08-31,13330.0,0.06%↑,13476.394853096794
2011-09-30,天津,天津,2011-09-30,13249.0,0.61%↓,13398.448673214449
2011-10-31,天津,天津,2011-10-31,13083.0,1.25%↓,13316.649911346554
2011-11-30,天津,天津,2011-11-30,12952.0,1%↓,13102.04023592614
2011-12-31,天津,天津,2011-12-31,12732.0,1.7%↓,12918.358113443388
2012-01-31,天津,天津,2012-01-31,12510.0,--,12650.350833034316
2012-02-29,天津,天津,2012-02-29,12363.0,1.18%↓,12454.24204705339
2012-03-31,天津,天津,2012-03-31,12379.0,0.13%↑,12303.646539973635
2012-04-30,天津,天津,2012-04-30,12488.0,0.88%↑,12397.42695993454
2012-05-31,天津,天津,2012-05-31,12491.0,0.02%↑,12577.99709292501
2012-06-30,天津,天津,2012-06-30,12426.0,0.52%↓,12498.731851857328
2012-07-31,天津,天津,2012-07-31,12490.0,0.52%↑,12352.672914018169
2012-08-31,天津,天津,2012-08-31,12517.0,0.22%↑,12533.958171796241
2012-09-30,天津,天津,2012-09-30,12638.0,0.97%↑,12594.660966141735
2012-10-31,天津,天津,2012-10-31,12645.0,0.06%↑,12692.483946312763
2012-11-30,天津,天津,2012-11-30,12654.0,0.07%↑,12610.700284145812
2012-12-31,天津,天津,2012-12-31,12793.0,1.1%↑,12687.791367710002
2013-01-31,天津,天津,2013-01-31,12941.0,1.16%↑,12906.066633030037
2013-02-28,天津,天津,2013-02-28,13097.0,1.21%↑,13032.095585063356
2013-03-31,天津,天津,2013-03-31,13304.0,1.58%↑,13170.965742892862
2013-04-30,天津,天津,2013-04-30,13433.0,0.97%↑,13435.465655943679
2013-05-31,天津,天津,2013-05-31,13386.0,0.35%↓,13548.665285060295
2013-06-30,天津,天津,2013-06-30,13370.0,0.12%↓,13356.803277378474
2013-07-31,天津,天津,2013-07-31,13603.0,1.74%↑,13344.740120553091
2013-08-31,天津,天津,2013-08-31,13778.0,1.29%↑,13810.404289999538
2013-09-30,天津,天津,2013-09-30,13945.0,1.21%↑,13968.553118332416
2013-10-31,天津,天津,2013-10-31,14059.0,0.82%↑,13984.324889057863
2013-11-30,天津,天津,2013-11-30,14207.0,1.05%↑,14096.117392351547
2013-12-31,天津,天津,2013-12-31,14519.0,2.2%↑,14411.184924874893
2014-01-31,天津,天津,2014-01-31,14752.0,1.6%↑,14754.873559432994
2014-02-28,天津,天津,2014-02-28,14906.0,1.04%↑,14854.762443677891
2014-03-31,天津,天津,2014-03-31,15012.0,0.71%↑,15013.128195760864
2014-04-30,天津,天津,2014-04-30,15176.0,1.09%↑,15158.277410022287
2014-05-31,天津,天津,2014-05-31,15223.0,0.31%↑,15320.760987808279
2014-06-30,天津,天津,2014-06-30,15263.0,0.26%↑,15270.603245225591
2014-07-31,天津,天津,2014-07-31,15335.0,0.47%↑,15329.688599069264
2014-08-31,天津,天津,2014-08-31,15268.0,0.44%↓,15450.936986081846
2014-09-30,天津,天津,2014-09-30,15005.0,1.72%↓,15290.652014334824
2014-10-31,天津,天津,2014-10-31,14960.0,0.3%↓,14855.540879412863
2014-11-30,天津,天津,2014-11-30,14921.0,0.26%↓,14960.243303410005
2014-12-31,天津,天津,2014-12-31,14961.0,0.27%↑,15033.725848366708
2015-01-31,天津,天津,2015-01-31,14717.0,2%↑,15017.29129971
2015-02-28,天津,天津,2015-02-28,14932.0,1%↑,14508.143689265597
2015-03-31,天津,天津,2015-03-31,14685.0,2%↓,15073.610702148635
2015-04-30,天津,天津,2015-04-30,14843.0,1%↑,14712.135577833424
2015-05-31,天津,天津,2015-05-31,14889.0,--,14862.243845405172
2015-06-30,天津,天津,2015-06-30,15064.0,1%↑,14844.580069812051
2015-07-31,天津,天津,2015-07-31,15104.0,--,15309.747357008191
2015-08-31,天津,天津,2015-08-31,15137.0,--,15153.504672805815
2015-09-30,天津,天津,2015-09-30,15231.0,1%↑,15037.325399768604
2015-10-31,天津,天津,2015-10-31,15425.0,1%↑,15317.452289605713
2015-11-30,天津,天津,2015-11-30,15477.0,--,15696.31511529111
2015-12-31,天津,天津,2015-12-31,15553.0,--,15472.740396685336
2016-01-31,天津,天津,2016-01-31,15553.0,3.73%↓,15476.563733207036
2016-02-29,天津,天津,2016-02-29,15557.0,0.03%↑,15667.046800557142
2016-03-31,天津,天津,2016-03-31,16138.0,3.74%↑,15684.29464906074
2016-04-30,天津,天津,2016-04-30,16948.0,5.02%↑,16376.344261762983
2016-05-31,天津,天津,2016-05-31,17405.0,2.7%↑,17467.902315093008
2016-06-30,天津,天津,2016-06-30,17713.0,1.77%↑,17807.6545543007
2016-07-31,天津,天津,2016-07-31,17795.0,0.46%↑,17750.21754375755
2016-08-31,天津,天津,2016-08-31,18415.0,3.49%↑,17807.491433740604
2016-09-30,天津,天津,2016-09-30,19764.0,7.33%↑,19025.54506159636
2016-10-31,天津,天津,2016-10-31,22659.0,14.65%↑,20717.163607831688
2016-11-30,天津,天津,2016-11-30,22922.0,1.16%↑,24293.361874409457
2016-12-31,天津,天津,2016-12-31,23220.0,1.3%↑,23227.78960746083
2017-01-31,天津,天津,2017-01-31,23290.0,0.3%↑,23120.18684150837
2017-02-28,天津,天津,2017-02-28,23468.0,0.77%↑,23473.47467179129
2017-03-31,天津,天津,2017-03-31,24561.0,0.51%↑,24328.028394595374
2017-04-30,天津,天津,2017-04-30,25048.0,1.99%↑,25215.117310932
2017-05-31,天津,天津,2017-05-31,25183.0,--,25204.22608444444
2017-06-30,天津,天津,2017-06-30,24941.0,0.96%↓,25570.440343845967
2017-07-31,天津,天津,2017-07-31,24802.0,0.02%↓,25115.808789378614
2017-08-31,天津,天津,2017-08-31,24242.0,2.26%↓,24752.81956032497
2017-09-30,天津,天津,2017-09-30,23852.0,1.6%↓,24084.06821368052
2017-10-31,天津,天津,2017-10-31,23382.0,0.06%↓,23937.562831400428
2017-11-30,天津,天津,2017-11-30,22706.0,2.89%↓,23261.52753422849
2017-12-31,天津,天津,2017-12-31,22205.0,0.03%↓,22344.871404497524
2018-01-31,天津,天津,2018-01-31,21899.0,1.38%↓,22017.54511196264
2018-02-28,天津,天津,2018-02-28,21751.0,0.68%↓,21946.35793740177
2018-03-31,天津,天津,2018-03-31,21784.0,0.01%↓,21724.979052098577
2018-04-30,天津,天津,2018-04-30,21586.0,0.91%↓,21717.520420832367
2018-05-31,天津,天津,2018-05-31,21461.0,--,21545.349490553403
2018-06-30,天津,天津,2018-06-30,21734.0,1.27%↑,21455.850953271398
2018-07-31,天津,天津,2018-07-31,22819.0,5%↑,21841.03713047333
2018-08-31,天津,天津,2018-08-31,23391.0,2.51%↑,23499.29937288463
2018-09-30,天津,天津,2018-09-30,23283.0,0.46%↓,23859.902811589847
2018-10-31,天津,天津,2018-10-31,22826.0,1.96%↓,23018.581138908718
2018-11-30,天津,天津,2018-11-30,22591.0,1.03%↓,22382.33932037249
2018-12-31,天津,天津,2018-12-31,22188.0,1.78%↓,22785.82648604879
2019-01-31,天津,天津,2019-01-31,22308.0,0.54%↑,22203.25906756473
2019-02-28,天津,天津,2019-02-28,22056.0,1.13%↓,22099.07895201263
2019-03-31,天津,天津,2019-03-31,21993.0,0.28%↓,21918.497124408703
2019-04-30,天津,天津,2019-04-30,22381.0,1.76%↑,22231.058285911724
2019-05-31,天津,天津,2019-05-31,22395.0,0.06%↑,22531.25494161672
2019-06-30,天津,天津,2019-06-30,22263.0,0.59%↓,22287.840603564662
2019-07-31,天津,天津,2019-07-31,22208.0,0.24%↓,22225.54412893332
2019-08-31,天津,天津,2019-08-31,22047.0,0.72%↓,22239.81152101804
2019-09-30,天津,天津,2019-09-30,21713.0,1.51%↓,21958.64935782144
2019-10-31,天津,天津,2019-10-31,21376.0,1.55%↓,21475.200865878935
2019-11-30,天津,天津,2019-11-30,21057.0,1.49%↓,21189.747197910085
2019-12-31,天津,天津,2019-12-31,20952.0,0.5%↓,20939.40095230354
2020-01-31,天津,天津,2020-01-31,20785.0,0.79%↓,20880.375052593503
2020-02-29,天津,天津,2020-02-29,20804.0,0.09%↑,20644.410876291877
2020-03-31,天津,天津,2020-03-31,21262.0,2.2%↑,20791.275568411114
2020-04-30,天津,天津,2020-04-30,20996.0,1.25%↓,21530.64151665289
2020-05-31,天津,天津,2020-05-31,,,20859.86499213799
2020-06-30,天津,天津,2020-06-30,,,20577.857122936366
2020-07-31,天津,天津,2020-07-31,,,20403.932563024562
2011-01-31,重庆,重庆,2011-01-31,6187.0,2.84%↑,0.0
2011-02-28,重庆,重庆,2011-02-28,6286.0,1.6%↑,10311.666666666668
2011-03-31,重庆,重庆,2011-03-31,6591.0,4.85%↑,6475.604688244799
2011-04-30,重庆,重庆,2011-04-30,6779.0,2.85%↑,6939.059438111228
2011-05-31,重庆,重庆,2011-05-31,6815.0,0.53%↑,6968.823549675173
2011-06-30,重庆,重庆,2011-06-30,6839.0,0.35%↑,6838.392252010051
2011-07-31,重庆,重庆,2011-07-31,6841.0,0.03%↑,6867.632698132657
2011-08-31,重庆,重庆,2011-08-31,6811.0,0.44%↓,6852.653944699919
2011-09-30,重庆,重庆,2011-09-30,6773.0,0.56%↓,6807.756987144419
2011-10-31,重庆,重庆,2011-10-31,6728.0,0.66%↓,6767.272904031641
